Sample,toxin_abundance,toxin_clusters,toxin_families,longitude,latitude,ET0,AI,ports5,ports4,ports3,ports2,ports1,cities12,cities11,cities10,cities9,cities8,cities7,cities6,cities5,cities4,cities3,cities2,cities1,bio40,bio39,bio38,bio37,bio36,bio35,bio34,bio33,bio32,bio31,bio30,bio29,bio28,bio27,bio26,bio25,bio24,bio23,bio22,bio21,bio20,biomass,HDI,GDP_per_capita_PPP,GDP_PPP,pop_density,pop_count,DTI,Soybean_Glyphosate_2020_L,Soybean_Glyphosate_2020_H,Soybean_Glufosinate_2020_L,Soybean_Glufosinate_2020_H,Corn_Glufosinate_2020_L,Corn_Glufosinate_2020_H,Corn_Chlorpyrifos_2020_L,Corn_Chlorpyrifos_2020_H,soc,silt,sand,phh2o,ocs,ocd,nitrogen,clay,cec,cfvo,bdod,elevation,bio19,bio18,bio17,bio16,bio15,bio14,bio13,bio12,bio11,bio10,bio9,bio8,bio7,bio6,bio5,bio4,bio3,bio1,bio2,PFT9,PFT8,PFT7,PFT6,PFT5,PFT4,PFT32,PFT31,PFT30,PFT3,PFT29,PFT28,PFT27,PFT26,PFT25,PFT24,PFT23,PFT22,PFT21,PFT20,PFT2,PFT19,PFT18,PFT17,PFT16,PFT15,PFT14,PFT13,PFT12,PFT11,PFT10,PFT1,PFT0
1716.McG.PAPrS34,5.088441688,86,44,-79.88968474,9.135323364,1684,14066,159,163,206,159,2601,137,142,137,151,142,199,260,142,746,1421,159,1669,1.452363014,-0.248852998,0.656512022,1.96421802,1.15022397,1.475673676,0.844924927,0.658652842,1.595016599,0.301422179,0.49109301,1.691702962,1.228755355,157.7919159,202.7602234,198.957077,162.2344666,0.09643174,153.1600037,212.2180023,180.9666138,500,0.662,10526.5166,1224969.625,27.04813385,22.98109627,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,480,314,328,55,56,326,5019,358,213,92,108,62,752,422,54,942,69.03200531,9,364,2370,25.75,27.31666565,26.54999924,25.85000038,8,22.5,30.5,63.81792068,74.16666412,26.39999962,5.933333397,0,0,0,16.65999985,0,56.18000031,0,1.5,0,0,0.5,0,2.859999895,0,0,0,2.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1716.McG.PAPrS24,4.55607308,92,46,-79.75309848,9.16200706,1677,15802,55,70,95,55,2493,49,52,49,57,59,126,187,53,672,1314,52,1561,1.406118989,-0.329766005,0.217087001,1.966034055,1.098847985,1.394889832,0.756495595,0.521679699,1.571188807,0.359465867,0.349328995,1.651749015,1.183556795,156.0719299,202.5487671,196.1991577,164.1585388,0.101417057,150.9100037,212.5079956,179.8448029,500,0.662,13962.96777,1018001.625,151.3385315,128.573822,1,-1.5,-1.5,-1.5,-1.5,0.023844859,0.027881071,0.000138489,0.000155164,420,311,349,53,56,347,4382,340,199,127,110,102,971,410,87,1067,62.25891876,14,375,2651,25.41666603,27.10000038,26.23333359,25.53333282,8.099998474,22.20000076,30.29999924,68.89138031,74.38273621,26.13750076,6.025000095,0,0,0,22.68000031,0,67.90000153,0,1.5,0,0,0.5,0,2.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1043.Tabonuco.20C.BC.TP1.01,3.987917094,55.71428571,31.5,-66.93,18.13,1720,12324,27,59,27,32,1576,14,39,14,24,27,53,89,39,485,84,550,2598,-1.267835975,0.415654004,0.747884989,0.755788982,1.237054944,0.698313177,1.15526545,0.656162977,1.289085031,0.237646163,0.58593303,1.336117983,1.007881999,160.4159241,186.1754608,160.4159241,160.942688,0.131318659,128.8849945,197.5549927,167.0944061,500,0.697415054,25275.21484,216784528,29.92562294,24.47428703,-128,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,760,421,135,54,77,599,5475,444,237,43,120,414,235,608,222,853,47.86577225,65,307,2120,21.39999962,24.43333435,21.5,24.26666641,15.59999943,14.80000019,30.39999962,129.1837616,76.86965942,23.05416679,11.99166679,0,0,0,38.29999924,0,26.79999924,0,29.89999962,0,0,0.479999989,0.280000001,4.099999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079999998,0
1716.McG.PAPrS13,3.983587833,88,43,-79.90794328,9.117291084,1689,14556,94,99,142,94,2536,72,77,72,86,78,135,195,77,681,1357,95,1604,1.452363014,-0.248852998,0.656512022,1.96421802,1.15022397,1.475673676,0.844924927,0.658652842,1.595016599,0.301422179,0.49109301,1.691702962,1.228755355,157.7919159,202.7602234,198.957077,162.2344666,0.09643174,153.1600037,212.2180023,180.9666138,500,0.662,10526.5166,1224969.625,27.04813385,22.98217201,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,856,316,347,53,58,364,4664,337,214,92,108,66,838,465,71,1019,66.90901184,15,378,2459,25.73333359,27.29999924,26.51666641,25.79999924,8.100000381,22.39999962,30.5,64.35430145,73.35390472,26.36249924,5.941666603,0,0,0,11.19999981,0,36.97999954,0,1.399999976,0,0,0.5,0,2.019999981,0,0,0,1.819999933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1716.McG.PAPrS08,3.639192237,103,47,-79.37076559,9.19665471,1604,16679,82,105,126,82,2498,66,69,66,85,77,161,222,88,707,1319,69,1566,1.475996971,0.016896,0.415739,2.803864956,0.894190013,1.443970323,1.03200388,0.704689562,1.80110395,0.320818931,0.509061992,1.935106993,1.360132098,154.1083832,199.0714569,194.7910767,163.3899231,0.106827334,146.8600006,212.9089966,177.4810638,9650,0.662,10526.5166,705658,168.3715515,143.0312347,1,-1.5,-1.5,-1.5,-1.5,0.02335478,0.027390992,0.000138227,0.000154902,909,307,347,52,59,410,4438,346,241,46,101,484,1033,410,31,1333,78.79431915,6,539,2677,23.26666641,24.88333321,24.06666756,23.36666679,8.399999619,20,28.39999962,65.40519714,76.48809814,23.96249962,6.424999714,0,0,0,27.23999977,0,0,0,0,0.02,0,0.579999983,0,14.35999966,0,0,0,9.800000191,0,0,0,0,0,0,0,0,3.519999981,44.43999863,0,0,0,0,0,0
1716.McG.PAPrS22,2.636510167,123,56,-79.75312772,9.152961446,1684,15484,71,86,111,71,2508,65,68,65,72,75,141,202,69,688,1329,68,1577,1.406118989,-0.329766005,0.217087001,1.966034055,1.098847985,1.394889832,0.756495595,0.521679699,1.571188807,0.359465867,0.349328995,1.651749015,1.183556795,156.0719299,202.5487671,196.1991577,164.1585388,0.101417057,150.9100037,212.5079956,179.8448029,500,0.662,13962.96777,1018001.625,151.3385315,128.5768127,1,-1.5,-1.5,-1.5,-1.5,0.023844859,0.027881071,0.000138489,0.000155164,396,327,332,53,62,344,4708,341,162,125,107,85,981,408,73,1050,65.65777588,21,427,2609,25.63333321,27.33333206,26.46666718,25.75,8.100000381,22.39999962,30.5,69.66911316,74.27983093,26.35833359,6.016666412,0,0,0,22.68000031,0,67.90000153,0,1.5,0,0,0.5,0,2.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1716.McG.PAPrS35,2.521249886,106,53,-79.78027526,9.198266411,1680,15407,64,93,90,64,2515,61,74,61,70,66,148,209,76,695,1336,74,1583,1.627298951,-0.116933003,0.538254976,2.512686014,1.007014036,1.500426412,0.968149245,0.672681928,1.689662814,0.316330612,0.486288995,1.852800012,1.315475583,155.1953125,201.2915344,201.1364594,157.7563782,0.109308533,148,213.7100067,178.8023987,500,0.662,13962.96777,6792590,151.3385315,128.5617065,1,-1.5,-1.5,-1.5,-1.5,0.023844859,0.027881071,0.000138489,0.000155164,406,309,324,53,56,370,4499,367,193,151,109,121,952,378,72,1041,66.1628418,14,426,2589,25.29999924,27.04999924,26.18333244,25.45000076,8,22.20000076,30.20000076,70.97803497,73.54166412,26.06666565,5.883333206,0,0,0,22.68000031,0,67.90000153,0,1.5,0,0,0.5,0,2.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1716.McG.PAPrS11,2.288341225,115,50,-79.86249892,9.099057886,1704,14322,108,113,156,108,2550,86,91,86,100,91,148,209,91,695,1370,108,1618,1.452363014,-0.248852998,0.656512022,1.96421802,1.15022397,1.475673676,0.844924927,0.658652842,1.595016599,0.301422179,0.49109301,1.691702962,1.228755355,157.7919159,202.7602234,198.957077,162.2344666,0.09643174,153.1600037,212.2180023,180.9666138,0,0.662,10526.5166,1224969.625,27.03523827,22.9728241,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,561,299,309,54,58,356,5194,392,146,100,108,69,833,397,73,962,64.22788239,15,352,2441,25.78333282,27.48333359,26.68333435,25.86666679,8.5,22.39999962,30.89999962,69.31890869,73.4313736,26.48749924,6.241666794,0,0,0,31.86000061,0,0,0,0,0,0,0.560000002,0,8.159999847,0,0,0,1.319999933,0,0,0,0,0,0,0,0,2.180000067,43.86000061,0,0,0,0,0,12
1716.McG.PAPrS09,2.158910566,116,58,-79.37982378,9.205734408,1571,16692,41,64,85,41,2457,25,28,25,44,36,120,181,47,666,1278,28,1525,1.475996971,0.016896,0.415739,2.803864956,0.894190013,1.443970323,1.03200388,0.704689562,1.80110395,0.320818931,0.509061992,1.935106993,1.360132098,154.1083832,199.0714569,194.7910767,163.3899231,0.106827334,146.8600006,212.9089966,177.4810638,19300,0.662,10526.5166,705658,168.3715515,143.0278473,1,-1.5,-1.5,-1.5,-1.5,0.02335478,0.027390992,0.000138227,0.000154902,811,313,363,55,68,401,4030,324,258,83,102,790,927,524,25,1169,78.38273621,4,542,2623,22.13333321,23.61666679,22.81666756,22.25,8.300001144,18.79999924,27.10000038,60.24573517,78.91565704,22.77499962,6.550000191,0,0,0,13.88000011,0,70.95999908,0,1.399999976,0,0,0.519999981,0,6.699999809,0,0,0,5.099999905,0,0,0,0,0,0,0,0,1.379999995,0,0,0,0,0,0,0
1716.McG.PAPrS30,2.128465189,134,60,-79.86233432,9.153322089,1676,14814,179,195,206,179,2617,174,176,174,181,184,250,311,178,797,1438,176,1686,1.452363014,-0.248852998,0.656512022,1.96421802,1.15022397,1.475673676,0.844924927,0.658652842,1.595016599,0.301422179,0.49109301,1.691702962,1.228755355,157.7919159,202.7602234,198.957077,162.2344666,0.09643174,153.1600037,212.2180023,180.9666138,0,0.662,10526.5166,1224969.625,27.04813194,22.98001862,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,526,294,350,53,60,401,4973,356,252,128,101,119,741,452,79,1002,67.41876984,11,427,2483,25.54999924,27.16666603,26.35000038,25.86666679,7.800001144,22.39999962,30.20000076,66.00475311,74.03845215,26.22916603,5.775000095,0,0,0,0,0,28.57999992,0,1.5,0,0,0.5,0,1.080000043,0,0,0,1.379999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
829.JJ,2.10413379,59,21,70.688333,26.895,2560,706,415,437,415,585,738,35,35,35,42,60,109,87,35,131,240,202,410,0.644429028,1.44619298,-0.811600029,-0.790889025,0.780189991,0.09396667,0.170315668,0.080212362,0.31968677,0.669678092,0.073158599,0.397781014,0.154241249,167.208313,273.2064514,170.1838531,242.4910736,0.19455716,153.4819946,295.7999878,222.6859741,3900,0.403707415,1617.766235,2041602.5,13.58615971,10.42699051,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,38,173,579,80,18,130,456,248,96,202,147,195,4,83,4,156,162.8808136,1,71,181,18.10000038,33.75,18.10000038,31.51666641,34.70000076,7.800000191,42.5,640.321167,44.74063492,27.22083282,15.52499962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.100000024,0,0,0,98.90000153,0,0
1716.McG.PAPrS18,2.095623945,102,51,-79.97105738,9.316433187,1680,13659,75,122,102,75,2537,72,96,72,90,86,177,238,105,724,1358,96,1605,1.69076395,0.014787,0.916256011,2.673038006,1.047044039,1.582085609,1.070196033,0.807014406,1.741550922,0.271235555,0.635738015,1.954342008,1.370702505,157.2292328,201.2755432,199.6306152,158.5337677,0.10115996,151.0200043,212.7960052,180.0537109,19300,0.662,13962.96777,41195212,151.3385468,128.5190887,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,648,316,335,52,61,369,5676,349,224,147,110,85,574,366,103,917,59.64319229,11,342,2295,25.83333397,27.14999962,26.39999962,26.04999924,7.300001144,22.79999924,30.10000038,52.80037308,77.62556458,26.41666603,5.666666985,0,0,0,22.60000038,0,70.08000183,0,1.5,0,0,0.460000008,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1521.EB132.s.6.1.sequences,2.088184022,156,67,37.47,-5.38,1466,5762,270,350,270,332,1734,28,264,28,87,62,28,297,366,264,413,445,312,-1.739904046,-0.492056996,-0.486212999,-0.027106,1.19839704,0.385474861,0.755545914,0.287996083,0.953666568,0.434342891,0.262627006,1.10147202,0.608523548,149.2661591,163.7380829,153.7819214,152.1355438,0.091596909,126.3399963,176.7769928,155.999176,7200,0.370000005,1372.667114,339545.75,79.15860748,67.82054138,2,-1.5,-1.5,-1.5,-1.5,1.10E-07,1.30E-07,1.62E-09,1.89E-09,272,171,648,61,42,312,2046,181,168,62,125,1082,74,282,74,362,59.30314255,23,162,845,18.10000038,22.35000038,18.10000038,21.08333397,15.39999962,12.60000038,28,176.7825928,68.2359314,20.42083359,10.50833321,0,0,0,15.93999958,0,0,0,0.100000001,0,0,0.5,0,5.699999809,0,0,0,0,0,0,0,0,1.24000001,0,0,0,9.779999733,0,66.63999939,0,0,0,0,0
1716.McG.PAPrS12,2.084787384,101,52,-79.86249854,9.099062226,1704,14322,108,113,156,108,2550,86,91,86,100,91,148,209,91,695,1370,108,1618,1.452363014,-0.248852998,0.656512022,1.96421802,1.15022397,1.475673676,0.844924927,0.658652842,1.595016599,0.301422179,0.49109301,1.691702962,1.228755355,157.7919159,202.7602234,198.957077,162.2344666,0.09643174,153.1600037,212.2180023,180.9666138,0,0.662,10526.5166,1224969.625,27.03523827,22.9728241,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,561,299,309,54,58,356,5194,392,146,100,108,69,833,397,73,962,64.22788239,15,352,2441,25.78333282,27.48333359,26.68333435,25.86666679,8.5,22.39999962,30.89999962,69.31890869,73.4313736,26.48749924,6.241666794,0,0,0,31.86000061,0,0,0,0,0,0,0.560000002,0,8.159999847,0,0,0,1.319999933,0,0,0,0,0,0,0,0,2.180000067,43.86000061,0,0,0,0,0,12
1521.EB048.s.6.1.sequences,2.069700223,126,55,36.55,-3.34,1649,4715,289,333,289,317,1409,14,15,14,35,28,48,105,66,251,15,228,398,-1.329395056,-0.498355001,-0.93217802,0.707256019,1.08673799,0.455253601,0.781223774,0.269465774,1.135716915,0.497135639,0.232488006,1.37035799,0.668198884,154.4889221,168.848465,163.3736115,152.3160706,0.091993004,132.7669983,183.397995,162.0726929,500,0.370000005,2048.665527,27270764,201.0524292,172.7237091,1,-1.5,-1.5,-1.5,-1.5,1.08E-07,1.28E-07,1.83E-09,2.10E-09,212,336,462,75,44,284,1334,202,294,79,117,1462,19,281,13,404,90.43045044,4,195,775,17.21666718,21.20000076,17.60000038,21.03333282,16.90000153,11.69999981,28.60000038,165.3251038,70.06903076,19.5625,11.84166718,0,6.199999809,0,0,0,0,13,15.89999962,0.420000017,0,0,24.18000031,34.29999924,0,0,0,0,0,1,0,0,0,0,0.920000017,0,4.139999866,0,0,0,0,0,0,0
1713.McG.L1B210,2.052758796,87.46428571,44.92857143,114.017,4.1865,1517,20326,36,98,36,363,2306,30,31,30,62,95,45,106,31,398,353,1335,2257,-0.439873993,0.628597975,3.421312094,1.212587953,1.606889009,1.45165205,1.287601829,1.251403332,1.593479276,0.101382516,1.216544986,1.632310987,1.382675052,148.4823151,164.1510773,167.4908447,142.7034607,0.067901671,141.5809937,174.029007,154.060791,22500,0.643000007,9198.800781,2818491,5.603890419,4.809596539,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,1047,337,303,47,59,496,4526,361,219,129,104,156,900,661,611,1052,24.76818275,194,355,3084,26,26.98333359,26.5,26.10000038,8.299999237,22.60000038,30.89999962,38.32426834,88.05221558,26.48749924,7.308333397,0,0,0,0,0,86.76000214,0,0,0,0,0.24000001,0,12.19999981,0,0,0,0,0,0,0,0,0.400000006,0,0,0,0.360000014,0,0,0,0,0,0,0
1716.McG.PAPrS29,2.019299113,138,59,-79.8258414,9.1803379,1697,15441,82,98,109,82,2520,77,80,77,84,87,153,214,81,700,1341,80,1589,1.627298951,-0.116933003,0.538254976,2.512686014,1.007014036,1.500426412,0.968149245,0.672681928,1.689662814,0.316330612,0.486288995,1.852800012,1.315475583,155.1953125,201.2915344,201.1364594,157.7563782,0.109308533,148,213.7100067,178.8023987,0,0.662,13962.96777,6792590,151.3385315,40.85790634,1,-1.5,-1.5,-1.5,-1.5,0.023844859,0.027881071,0.000138489,0.000155164,0,0,0,0,0,0,0,0,0,0,0,28,932,463,102,1030,61.70281219,24,429,2622,25.86666679,27.5,26.66666794,25.98333359,7.700000763,22.79999924,30.5,66.54203033,73.48484039,26.5625,5.658333302,0,0,0,5.940000057,0,41.65999985,0,1.5,0,0,0.5,0,1.320000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
1716.McG.PAPrS36,1.975880539,115,51,-79.77120486,9.189192805,1677,15486,72,88,98,72,2511,67,70,67,75,74,144,205,71,690,1332,70,1579,1.627298951,-0.116933003,0.538254976,2.512686014,1.007014036,1.500426412,0.968149245,0.672681928,1.689662814,0.316330612,0.486288995,1.852800012,1.315475583,155.1953125,201.2915344,201.1364594,157.7563782,0.109308533,148,213.7100067,178.8023987,12800,0.662,13962.96777,6792590,151.3385468,128.5647583,1,-1.5,-1.5,-1.5,-1.5,0.023844859,0.027881071,0.000138489,0.000155164,406,330,341,53,58,350,5005,329,225,112,111,126,981,437,84,1045,63.11285782,14,422,2598,25.38333321,27.14999962,26.26666641,25.53333282,8,22.29999924,30.29999924,71.33335114,73.85417175,26.15416718,5.908333778,0,0,0,22.68000031,0,67.90000153,0,1.5,0,0,0.5,0,2.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1716.McG.PAPrS27,1.869644843,92,47,-79.88056132,9.144331143,1686,13386,191,203,218,191,2640,176,182,176,190,182,239,300,182,785,1461,199,1708,1.452363014,-0.248852998,0.656512022,1.96421802,1.15022397,1.475673676,0.844924927,0.658652842,1.595016599,0.301422179,0.49109301,1.691702962,1.228755355,157.7919159,202.7602234,198.957077,162.2344666,0.09643174,153.1600037,212.2180023,180.9666138,0,0.662,10526.5166,1224969.625,27.04813194,15.50998592,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,1012,318,335,52,58,409,5274,347,216,140,106,42,592,456,84,981,66.44104004,15,357,2257,25.88333321,27.45000076,26.64999962,26.83333397,8,22.60000038,30.60000038,64.40138245,73.22917175,26.52916718,5.858333588,0,0,0,16.65999985,0,56.18000031,0,1.5,0,0,0.5,0,2.859999895,0,0,0,2.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1039.L.Jacarepia.SB.1.6,1.85642273,69.75,36.25,-44.17,-23.14,1379,11552,36,191,36,114,107,34,40,37,34,46,68,62,40,81,160,108,69,-1.845262051,0.485509008,0.79034698,0.862046003,0.926786005,0.807433605,1.241148233,0.765287459,1.256597519,0.184577033,0.703471005,1.300444007,1.043189049,122.8033066,152.6021576,122.8033066,150.1286926,0.092794552,113.6549988,161.0500031,137.1472321,5300,0.641236067,12944.56738,9650913,594.5373535,421.200592,-128,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,8,180,594,180,628,46.20652008,58,227,1594,20.53333282,25.58333206,20.53333282,25.29999924,16.60000038,14.5,31.10000038,207.4228516,61.54618454,22.88333321,10.21666718,0,0,6.200000286,0,42.11999893,0,0,0,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000006,0,51
1521.EB032.s.6.1.sequences,1.809761713,158,65,36.51,-3.34,1639,4654,299,343,299,327,1419,24,25,24,41,36,58,111,76,261,25,238,408,-1.329395056,-0.498355001,-0.93217802,0.707256019,1.08673799,0.455253601,0.781223774,0.269465774,1.135716915,0.497135639,0.232488006,1.37035799,0.668198884,154.4889221,168.848465,163.3736115,152.3160706,0.091993004,132.7669983,183.397995,162.0726929,500,0.370000005,2048.665527,27270764,201.7981262,173.3643341,1,-1.5,-1.5,-1.5,-1.5,1.08E-07,1.28E-07,1.83E-09,2.10E-09,209,312,417,74,44,261,1451,271,295,80,121,1531,16,291,11,404,91.10627747,3,188,763,16.91666603,20.93333435,17.31666565,20.73333359,16.80000114,11.39999962,28.20000076,166.4394379,69.49404144,19.27916718,11.67500019,0,6.199999809,0,0,0,0,13,15.89999962,0.420000017,0,0,24.18000031,34.29999924,0,0,0,0,0,1,0,0,0,0,0.920000017,0,4.139999866,0,0,0,0,0,0,0
1521.EB101.s.6.1.sequences,1.792335,277,80,36.46,-6.09,1769,3272,232,250,314,232,1778,10,48,11,19,10,11,197,288,48,378,490,212,-1.514839053,-0.27007401,-1.158463001,0.215578005,1.193261981,0.212122306,0.623633087,0.144918233,0.957096398,0.656926215,0.133939996,0.999202013,0.523041427,160.6458435,164.7124634,166.7960052,161.0059967,0.074960411,141.9109955,184.6950073,162.7421875,500,0.370000005,885.5418701,6145261,32.80489731,28.07131386,1,-1.5,-1.5,-1.5,-1.5,1.09E-07,1.29E-07,1.83E-09,2.10E-09,113,170,677,67,28,183,905,152,251,26,135,1041,1,273,1,356,107.7903824,0,122,579,19.81666756,23.46666718,19.81666756,23.28333282,17.5,12.80000019,30.29999924,152.8981323,69.47619629,21.91250038,12.15833378,0,0,0,3.380000114,0,0,0,0.100000001,0,0,0.479999989,0,3.920000076,0,0,0,0,0,0,0,0,1.139999986,0,0,0,0,72.45999908,18.54000092,0,0,0,0,0
1716.McG.PAPrS33,1.790922999,106,51,-79.7167695,9.143796136,1683,15364,60,75,100,60,2497,44,46,44,51,54,120,181,48,667,1308,46,1555,1.406118989,-0.329766005,0.217087001,1.966034055,1.098847985,1.394889832,0.756495595,0.521679699,1.571188807,0.359465867,0.349328995,1.651749015,1.183556795,156.0719299,202.5487671,196.1991577,164.1585388,0.101417057,150.9100037,212.5079956,179.8448029,12800,0.662,13962.96777,36264208,151.338562,128.5798645,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,408,319,305,53,58,347,4431,376,170,136,107,94,920,508,78,1003,60.14317322,24,411,2586,25.51666641,27.21666718,26.36666679,25.63333321,8.100000381,22.29999924,30.39999962,69.3476181,74.89711761,26.25,6.066666603,0,0,0,24.73999977,0,63.08000183,0,1.5,0,0,0.5,0,2.140000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1883.2008.437.Crump.Artic.LTREB.main.lane2.NoIndex,1.766114438,32,25.5,-149.715,68.70333333,431,5450,318,318,875,2026,2623,512,870,512,526,829,512,2433,870,2757,2415,2565,3800,-0.594129026,-0.300960988,-0.432765007,-0.43660301,-1.168571949,0.375369221,0.425004154,0.360254377,0.515422463,0.154711515,0.342523992,0.524690986,0.419290245,12.37518597,135.4406586,81.52783203,127.5746841,0.865217566,0.161290005,177.1609955,70.62979889,200,0.886376381,43268.66016,0,0,0,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,3112,383,406,58,101,545,11132,211,623,85,62,700,33,117,28,117,63.56287003,8,47,235,-24.61666679,8.966667175,-20.68333244,8.966667175,45.90000153,-30.29999924,15.60000038,1408.293823,22.49455452,-9.612500191,10.32499981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.10000038,0,0,0,0,0,0,5,17.60000038,58.29999924,0,0,0
1714.McG.LA02,1.74599913,124.9090909,57.59090909,102.313,2.982,1469,13218,193,217,208,193,218,137,164,143,137,151,143,176,212,164,302,375,179,-0.917257011,0.173414007,2.318156004,0.603290975,1.47201705,1.208130956,1.163398743,1.034998894,1.322253466,0.096684828,1.010313153,1.389318943,1.162238717,140.4090729,163.4219971,149.1666107,122.4500732,0.125213772,113.1800003,176.1699982,147.3334808,18000,0.643000007,8774.556641,21939122,31.17510605,26.79171181,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,576,273,352,49,47,427,4174,375,174,81,117,133,621,514,321,688,30.35568047,103,253,1942,25.76666641,26.95000076,26.46666718,26.03333282,9.700000763,21.79999924,31.5,48.05891037,85.82473755,26.36249924,8.324999809,0,0,0,4.900000095,0,67.62000275,0,2.400000095,0,0,0.02,0,24.57999992,0,0,0.319999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0
1716.McG.PAPrS19,1.735104615,127,58,-79.96214191,9.253103294,1655,15182,23,69,50,23,2485,19,44,19,38,33,125,186,52,671,1305,44,1553,1.69076395,0.014787,0.916256011,2.673038006,1.047044039,1.582085609,1.070196033,0.807014406,1.741550922,0.271235555,0.635738015,1.954342008,1.370702505,157.2292328,201.2755432,199.6306152,158.5337677,0.10115996,151.0200043,212.7960052,180.0537109,19300,0.662,13962.96777,41195212,151.3385315,128.5404663,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,501,319,324,54,60,364,5214,358,231,181,109,162,686,330,108,1017,64.10421753,27,440,2514,25.28333282,26.76666641,25.95000076,25.45000076,7.599998474,22.20000076,29.79999924,59.32703781,76.53510284,25.91666603,5.816666603,0,0,0,31.79999924,0,65.86000061,0,1.5,0,0,0.460000008,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716.McG.PAPrS07,1.69200751,67,38,-79.70776783,9.11663238,1700,13941,14,29,53,14,2451,7,10,7,15,17,84,145,11,630,1272,10,1519,1.406118989,-0.329766005,0.217087001,1.966034055,1.098847985,1.394889832,0.756495595,0.521679699,1.571188807,0.359465867,0.349328995,1.651749015,1.183556795,156.0719299,202.5487671,196.1991577,164.1585388,0.101417057,150.9100037,212.5079956,179.8448029,500,0.662,13962.96777,36264208,82.08394623,20.57747841,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,30,831,467,80,933,60.81570053,15,361,2371,25.91666603,27.60000038,26.76666641,26.03333282,8.099998474,22.70000076,30.79999924,68.3282547,75.00001526,26.63750076,6.075000286,0,0,0,24.73999977,0,63.08000183,0,1.5,0,0,0.5,0,2.140000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2229.S1.T2.4.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.650860646,19,14.58333333,147.9681,-43.1403,1085,7421,58,87,147,58,1050,54,58,54,985,65,187,58,1013,1465,6766,1022,7189,0.054917999,-1.700374007,1.430609941,-0.328009009,0.884378016,1.121932983,0.781807482,0.765942872,1.122701645,0.142060965,0.686797976,1.144158006,0.97769773,72.66747284,186.71138,173.1318512,72.66747284,0.407501161,56.61159897,212.0200043,133.9104919,0,0.860427082,23644.875,1391050.625,0,0,-128,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,6,230,169,169,230,14.37126541,55,85,806,8.650000572,14.96666622,14.96666622,8.650000572,13.19999886,5.599999905,18.79999924,253.399231,47.66414261,11.77083302,6.291666508,0,0,0,0,57.29999924,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
