Sample,toxin_abundance,toxin_clusters,toxin_families,longitude,latitude,ET0,AI,ports5,ports4,ports3,ports2,ports1,cities12,cities11,cities10,cities9,cities8,cities7,cities6,cities5,cities4,cities3,cities2,cities1,bio40,bio39,bio38,bio37,bio36,bio35,bio34,bio33,bio32,bio31,bio30,bio29,bio28,bio27,bio26,bio25,bio24,bio23,bio22,bio21,bio20,biomass,HDI,GDP_per_capita_PPP,GDP_PPP,pop_density,pop_count,DTI,Soybean_Glyphosate_2020_L,Soybean_Glyphosate_2020_H,Soybean_Glufosinate_2020_L,Soybean_Glufosinate_2020_H,Corn_Glufosinate_2020_L,Corn_Glufosinate_2020_H,Corn_Chlorpyrifos_2020_L,Corn_Chlorpyrifos_2020_H,soc,silt,sand,phh2o,ocs,ocd,nitrogen,clay,cec,cfvo,bdod,elevation,bio19,bio18,bio17,bio16,bio15,bio14,bio13,bio12,bio11,bio10,bio9,bio8,bio7,bio6,bio5,bio4,bio3,bio1,bio2,PFT9,PFT8,PFT7,PFT6,PFT5,PFT4,PFT32,PFT31,PFT30,PFT3,PFT29,PFT28,PFT27,PFT26,PFT25,PFT24,PFT23,PFT22,PFT21,PFT20,PFT2,PFT19,PFT18,PFT17,PFT16,PFT15,PFT14,PFT13,PFT12,PFT11,PFT10,PFT1,PFT0
2382.MU002.C3.HA.2.283.root.9.11.lane1.NoIndex.L001.sequences,1.216433936,134,59,-72.4503,41.06274,1157,10243,7,7,72,91,93,15,22,20,22,15,20,22,96,114,78,141,28,0.868727028,-0.814598024,1.727010012,-0.087830998,0.378986001,1.120246887,0.791383445,0.791383445,1.128955603,0.137456775,0.715762973,1.142070055,1.001029015,80.43748474,189.1090698,197.7658386,70.02625275,0.37800625,58.55400085,205.9450073,135.1597443,3600,0.890088916,45405.85156,366402624,99.84030914,59.84390259,-128,-2,-2,-2,-2,-2,-2,-2,-2,1553,385,495,50,68,497,10396,120,300,56,122,15,307,272,266,326,9.472226143,84,112,1186,0.26666674,21.23333359,18.5,2.883333445,32.79999924,-5.199999809,27.60000038,857.9957275,28.98882103,10.69583321,9.508333206,0,0.100000001,4.619999886,0,0,0,0,1.399999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.900000095,86
1883.2008.16.Crump.Artic.LTREB.main.lane2.NoIndex,1.208216868,48.5,31.875,-149.602759,68.634241,436,5450,172,172,728,1879,2476,365,723,365,379,683,365,2286,723,2610,2268,2418,3653,-0.706435978,-0.369841009,-0.45440501,-0.411103994,-1.152147055,0.38354823,0.439236999,0.367987841,0.525942743,0.15463534,0.346760005,0.536938012,0.429486632,12.46720505,129.868103,81.18408966,122.2602615,0.858871341,0.156452,170.6929932,68.83610535,1650,0.886376381,43268.66016,0,0,0,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,719,33,120,26,120,64.78248596,7,47,238,-24.35000038,8.833333015,-20.58333397,8.833333015,45.59999847,-30.20000076,15.39999962,1393.840332,23.02631569,-9.550000191,10.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.89999962,0,0,0,0,0,0,5.079999924,17,58,0,0,0
2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences,1.205524022,198,77,-75.45014,41.06267,1001,12553,85,85,87,88,94,8,28,8,27,15,8,28,31,32,98,68,60,0.140461996,1.171285033,1.952432036,0.132889003,-0.288439989,1.101860166,0.919989705,0.919989705,1.115911245,0.074674711,0.873884976,1.134740949,1.041537046,69.3948822,191.7768402,78.70665741,194.8197632,0.404955775,53.01399994,204.0740051,130.327179,3400,0.881735682,37215.18359,141650736,58.97533798,38.26643753,1,3.01407671,3.01407671,0.010179057,0.010179057,0.001731271,0.010408735,5.69E-05,0.000164988,2677,383,477,43,65,659,13820,140,483,56,99,577,267,337,265,356,12.19771481,82,127,1257,-4.199999809,18.21666718,-3.616666555,15.86666679,35.90000153,-10.39999962,25.5,918.4921265,31.40668488,7.3125,11.27499962,0,0,58.5,0,0,0,0,4.5,0,0,0.219999999,0,0,0,0,0,0,0,0,0,0,0,0.060000002,0,0,0,0,0,0,0,0,36.81999969,0
1521.EB077.s.6.1.sequences,1.20126259,213,84,36.14,-6.91,1904,3082,493,510,575,493,1949,93,205,204,93,155,215,357,257,205,555,750,473,-1.535295963,-0.597549021,-1.349300027,0.131824002,1.335500002,0.165068462,0.574322522,0.103283018,0.943041623,0.745491087,0.095164098,0.99081099,0.467968553,170.365921,166.2254639,174.4463043,158.8666992,0.080414578,147.9940033,191.1499939,167.6016388,500,0.370000005,885.5418701,3428125,37.88355255,32.36400604,1,-1.5,-1.5,-1.5,-1.5,1.10E-07,1.30E-07,1.97E-09,2.25E-09,214,239,578,64,40,225,1625,184,190,121,121,1146,0,281,0,364,111.4477921,0,132,587,20.08333397,23.35000038,20.08333397,22.94999886,15.60000038,13.89999962,29.5,134.7127991,69.07051086,21.97916603,10.77499962,0,0,0,0,0,0,0,0,0,0,0,0,6.78000021,0,0,0,0,0,0,0,0,1.319999933,0,0,0,0,0,87.45999908,0,0,4.440000057,0,0
755.SSFA.L1.3.D30.21.06.11.lane1.NoIndex.L001,1.200968306,74.57894737,44.47368421,-3.204,55.906,699,10473,7,7,14,7,51,0,0,0,9,4,10,11,51,0,35,96,309,-0.828101993,-1.616336942,1.163506985,-0.219199002,0.301468998,1.069434881,0.828384757,0.814306438,1.091270447,0.112529792,0.767632008,1.095493674,0.98107028,24.24034691,138.802597,81.56281281,56.41216278,0.644524336,12.64519978,163.651001,83.4381485,500,0.776963472,26749.68164,757121920,3024.457764,1459.029297,1,-1.5,-1.5,-1.5,-1.5,0.009656892,0.012509432,0.000119545,0.000152402,0,0,0,0,0,0,0,0,0,0,0,178,189,180,154,207,14.1334753,45,74,733,3.25,13.55000019,4.716666698,8.5,18.19999886,0.200000003,18.39999962,424.4468384,37.22527695,8.037500381,6.775000095,0,24.47999954,0,0,0,0,0,6.900000095,0,0,0.860000014,0,33.52000046,0,0,0,0,0,0.200000003,0,0,4.380000114,0,4.539999962,0,0,0,25.18000031,0,0,0,0,0
861.U10.jul09,1.186993698,77.33333333,42,-88.602,20.989,1857,7085,159,159,241,969,1342,42,132,76,69,42,145,235,453,174,132,1048,1110,-0.862370014,0.535570025,-0.038210999,0.476610988,1.073760986,0.476035386,0.808062792,0.354709536,1.076901793,0.430209488,0.321897,1.148764014,0.704786301,133.4724579,193.3636932,157.467926,182.5342255,0.151823103,124.8320007,200.5130005,165.7953644,12800,0.647143781,8411.626953,20322390,0.111113392,0.089275934,2,-1.5,-1.5,-1.5,-1.5,0.004094817,0.004814709,5.44E-05,6.43E-05,699,260,353,75,118,665,7808,387,268,194,126,21,153,470,123,594,62.13811874,36,206,1316,23.28333282,27.63333321,25.31666565,27.06666565,19.60000038,15.89999962,35.5,180.6108246,70.45067596,25.77916718,13.8083334,0,0,0,32.79999924,0,12.92000008,0,0,0,0,0.140000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.92000198,0,0,0,1.200000048,0,0
2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences,1.182751877,160.4,69.1,-72.45028,41.06283,1157,10243,7,7,72,91,93,15,22,20,22,15,20,22,96,114,78,141,28,0.868727028,-0.814598024,1.727010012,-0.087830998,0.378986001,1.120246887,0.791383445,0.791383445,1.128955603,0.137456775,0.715762973,1.142070055,1.001029015,80.43748474,189.1090698,197.7658386,70.02625275,0.37800625,58.55400085,205.9450073,135.1597443,3600,0.890088916,45405.85156,366402624,99.84030914,59.84390259,-128,-2,-2,-2,-2,-2,-2,-2,-2,1553,385,495,50,68,497,10396,120,300,56,122,15,307,272,266,326,9.472226143,84,112,1186,0.26666674,21.23333359,18.5,2.883333445,32.79999924,-5.199999809,27.60000038,857.9957275,28.98882103,10.69583321,9.508333206,0,0.100000001,4.619999886,0,0,0,0,1.399999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.900000095,86
1521.AR1.s.6.1.sequences,1.172813968,104,50,-55.68,-27.73,1592,10772,295,295,428,441,513,21,31,21,26,37,21,45,230,31,199,264,571,0.481703013,0.669827998,2.302540064,0.091426998,0.870567024,1.117359519,0.858027697,0.84879905,1.170009732,0.119539499,0.804974973,1.196730018,1.035181642,120.9597702,219.6000061,134.7414551,140.7240753,0.238386571,105.7419968,233.3329926,174.4258118,800,0.683068931,4247.211426,1652262,416.1682129,317.0071411,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,404,271,135,51,70,429,3795,594,177,62,124,150,360,425,342,481,15.45183182,101,177,1716,16.08333397,25.75,17.03333282,20.94999886,22.29999924,9.800000191,32.09999847,396.3533936,52.50374222,20.9375,11.70833302,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,2.940000057,0,0,0,0,0,0,0,22.68000031,74.36000061,0,0,0,0,0
990.KA1U.E.09,1.166600134,166,63,-88.230357,41.84151,1159,8135,49,49,59,58,273,18,9,18,27,46,26,64,29,194,85,192,9,0.358713001,1.353386045,0.994159997,0.260755002,-0.513616979,0.999223709,0.722747207,0.722747207,1.017715812,0.13765794,0.689625978,1.049134135,0.901709735,68.92341614,201.5274658,72.81780243,201.5274658,0.427929491,52.48469925,213.7749939,133.0896301,500,0.888232708,39900.08594,1368178048,55.609272,25.29103851,2,1.687799454,1.687799454,0.045401782,0.049921237,0.002996809,0.01157145,0.000128332,0.000257199,390,556,98,64,77,419,10881,346,276,23,138,226,135,309,135,309,31.18872452,36,106,943,-4.150000095,21.73333359,-4.150000095,21.73333359,40,-10.89999962,29.10000038,1041.331055,28.60416603,9.354166985,11.4416666,0,0,0,0,0,0,0,6.099999905,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24000001,0,92.48000336,0,0,0,0,0
1580.TtB.sed.D1,1.165825467,12,12,-67.018833,17.967317,1985,4518,21,64,21,34,1579,15,41,15,19,30,66,92,41,488,102,553,2578,-1.123000979,-0.092666999,0.400893986,-0.007369,1.408099055,0.555055201,0.746849656,0.473302603,1.084651709,0.31891346,0.423316985,1.11264205,0.747736454,160.6556854,188.3589935,165.216156,157.4356995,0.131738394,129.177002,198.4859924,167.7476196,0,0.697415054,25275.21484,0,261.6366272,147.0091248,-128,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1,88,231,88,397,56.91514587,27,148,897,24.48333359,27.60000038,24.48333359,26.76666641,16.09999847,17.70000076,33.79999924,131.9607239,77.53623962,26.14999962,12.48333359,0,0,0,0,0,0,0,11.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.59999847,0,0,0,0,0,37
722.AQC1cm.1.s.1.1.sequence,1.161832503,37.23809524,28,-89.614,46.038,885,9129,97,99,97,168,543,43,163,84,43,100,116,180,163,494,243,220,294,0.145750001,1.196756005,0.808755994,0.325329989,-0.766955018,0.960820913,0.822748005,0.814238012,1.035210371,0.096246555,0.746670008,1.050115347,0.925266385,58.84209061,194.9490051,63.20201492,184.6813812,0.482756138,41.8553009,210.0130005,123.8433228,4100,0.88359189,34444.10547,1514289.75,0,0,3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,621,0,0,0,0,0,0,0,0,0,109,496,96,301,96,304,42.70351028,25,111,808,-10.60000038,17.43333435,-10.60000038,16.46666718,43.19999695,-18.39999962,24.79999924,1136.560669,27.10262489,4.020833492,11.70833302,0,43.79999924,0,0,0,0,0,4.5,0,0,0.02,0,0,0,0,0,0,0,0,0,51.65999985,0,0,0,0,0,0,0,0,0,0,0,0
1521.EB119.s.6.1.sequences,1.155394323,110.5,52,36.51,-6.08,1738,3479,239,256,321,239,1785,17,62,19,26,17,19,204,295,62,385,497,219,-1.615914941,-0.360641986,-1.171735048,0.262115985,1.190348029,0.233861148,0.695050597,0.143657073,0.99903214,0.6555866,0.126739994,1.033730149,0.548232853,158.1505432,162.4796906,166.4076996,160.2346191,0.076712616,139.3249969,183.2630005,161.0684052,500,0.370000005,885.5418701,2726491,32.80489349,28.07174301,1,-1.5,-1.5,-1.5,-1.5,1.09E-07,1.29E-07,1.81E-09,2.08E-09,107,175,668,57,23,168,931,157,220,18,136,1120,1,281,1,364,105.4571152,0,126,605,19.43333435,22.98333359,19.43333435,22.86666679,17.29999924,12.5,29.79999924,150.2775116,69.94219971,21.46666718,12.10000038,0,0,0,4.559999943,0,0,0,0.100000001,0,0,0.479999989,0,6.519999981,0,0,0,0,0,0,0,0,1.160000086,0,0,0,0,27.10000038,60.08000183,0,0,0,0,0
808.FL.3.13a.s.4.1.sequences,1.15464513,81,42.33333333,-81.994,29.69,1630,7963,69,69,106,71,425,33,36,33,45,39,60,36,86,151,53,103,262,-0.430159003,1.370479941,1.253049016,0.500553012,0.452585012,0.947759271,1.060481787,0.751500249,1.087104917,0.158913374,0.623026013,1.129202008,0.919579387,113.322525,191.0289307,112.2359085,191.0289307,0.238880023,98.1713028,205.8159943,158.8748169,800,0.833472252,37222.83984,42395160,18.62025642,13.92051125,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,226,42,939,49,18,249,11461,19,135,10,134,50,253,520,198,520,41.65093613,61,184,1298,13.44999981,26.66666794,17.60000038,26.66666794,26.90000153,6,32.90000153,541.0462646,47.39776611,20.45833397,12.75,0,0,6.159999847,0,0,0,0,8.699999809,0,0,0.419999987,0,1.419999957,0,0,0,0,0,0,0,0,0,0,0,0,0,17.94000053,27.65999985,0,0,0,32.73999786,5
1627.BGC,1.151803441,37,27,79.79,33.48,1252,335,1500,1565,1582,1699,1500,103,672,636,630,103,636,716,672,771,793,805,887,-0.998542011,0.204675004,-0.228728995,-1.465229034,0.051066,0.188007608,0.208358929,0.180672839,0.225609004,0.106221236,0.164673999,0.251688987,0.196667805,106.2043152,195.1016998,125.39785,192.1743011,0.24408491,97.48130035,212.572998,159.8244324,0,0.408559471,1146.385254,16121.21094,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,4239,3,27,3,27,82.87754059,1,11,42,-10.76666641,10.96666718,-3.983333349,10.96666718,34.90000153,-17.79999924,17.10000038,885.5236206,28.53390694,0.145833284,9.958333015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,56
990.KA2U.E.02,1.150175913,136,61.5,-88.230357,41.841126,1159,8135,49,49,59,58,273,18,9,18,27,46,26,64,29,194,85,192,9,0.358713001,1.353386045,0.994159997,0.260755002,-0.513616979,0.999223709,0.722747207,0.722747207,1.017715812,0.13765794,0.689625978,1.049134135,0.901709735,68.92341614,201.5274658,72.81780243,201.5274658,0.427929491,52.48469925,213.7749939,133.0896301,500,0.888232708,39900.08594,1368178048,55.609272,25.29103851,2,1.687799454,1.687799454,0.045401782,0.049921237,0.002996809,0.01157145,0.000128332,0.000257199,487,557,99,65,79,442,10719,344,286,23,136,226,135,309,135,309,31.18872452,36,106,943,-4.150000095,21.73333359,-4.150000095,21.73333359,40,-10.89999962,29.10000038,1041.331055,28.60416603,9.354166985,11.4416666,0,0,0,0,0,0,0,6.099999905,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24000001,0,92.48000336,0,0,0,0,0
1716.McG.PAPrS15,1.144856267,147,61,-79.56285,8.999615,1737,13849,3,26,54,3,2441,0,2,0,6,18,81,142,9,628,1262,2,1509,1.440971017,-0.470564991,0.120155998,1.609511018,1.16336906,1.395756364,0.601941049,0.445737392,1.457117558,0.377696961,0.290203989,1.574329019,1.076601267,158.2818451,202.7293854,195.1253815,167.637619,0.095552295,152.9649963,211.0180054,180.3388672,500,0.662,10526.5166,1716069632,184.1076813,156.4864502,1,-1.5,-1.5,-1.5,-1.5,0.023806812,0.027843025,0.000139538,0.000156213,371,333,352,55,55,327,3718,315,178,102,110,50,820,343,97,999,62.9935379,15,371,2406,26.11666679,27.71666718,27.03333282,26.16666603,8.699998856,22.60000038,31.29999924,65.55560303,76.34100342,26.79583359,6.641666889,0,0,0,36.34000015,0,48.93999863,0,1.5,0,0,0.439999998,0,2.460000038,0,0,0,1.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,4.539999962,0,4
804.LS11.69,1.139015484,43.85714286,31,8.7833,44.597,1075,10411,35,96,42,45,35,23,25,23,45,24,27,40,100,100,25,77,446,1.331367016,-1.094727039,1.078549027,0.059376001,0.402229995,1.081057668,0.68214494,0.679951608,1.152542472,0.193918884,0.558595002,1.196200967,0.981176972,69.11922455,216.4004669,222.1363831,96.38008881,0.453390419,51.90869904,241.8919983,140.1682892,7800,0.77374649,35421.37891,96957376,0,0,2,2.37326622,2.96334219,-1,-1,-1,-1,0.000204206,0.000269543,702,444,266,70,80,564,4358,290,259,134,124,410,269,177,177,406,38.37432861,39,184,1120,3.816666603,20.33333206,20.33333206,12.53333378,25.89999962,0.100000001,26,672.043457,29.85842896,11.91666698,7.733333111,0,0,57.20000076,0,0,0,0,0,0,0,1.360000014,0,3.619999886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219999999,0,0,0,37.63999939,0
1883.2009.082.Crump.Artic.LTREB.main.lane3.NoIndex,1.132193122,126,66,-149.04128,68.87315,416,5306,238,238,856,2007,2604,494,851,494,507,811,494,2415,851,2738,2396,2546,3782,-0.654965997,-0.295955002,-0.470600992,-0.459351003,-1.17523098,0.362033933,0.411560476,0.343499154,0.497857928,0.159593165,0.328256011,0.504556,0.404582143,12.10687637,135.2477417,71.21242523,127.4114761,0.86957401,0.104838997,175.927002,70.36386108,400,0.886376381,43268.66016,57341.64844,0.026850607,0.008329238,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,3193,0,0,0,0,0,0,0,0,0,41,639,30,109,25,109,63.28530884,8,44,221,-25.11666679,8.399999619,-21.31666756,8.399999619,45.90000153,-30.79999924,15.10000038,1406.14209,21.8954258,-10.09166718,10.05000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5.079999924,16,49,0,0,0
990.KA1F.A.02,1.123429277,160.6666667,68.33333333,-88.230357,41.841521,1159,8135,49,49,59,58,273,18,9,18,27,46,26,64,29,194,85,192,9,0.358713001,1.353386045,0.994159997,0.260755002,-0.513616979,0.999223709,0.722747207,0.722747207,1.017715812,0.13765794,0.689625978,1.049134135,0.901709735,68.92341614,201.5274658,72.81780243,201.5274658,0.427929491,52.48469925,213.7749939,133.0896301,500,0.888232708,39900.08594,1368178048,55.609272,25.29103851,2,1.687799454,1.687799454,0.045401782,0.049921237,0.002996809,0.01157145,0.000128332,0.000257199,390,556,98,64,77,419,10881,346,276,23,138,226,135,309,135,309,31.18872452,36,106,943,-4.150000095,21.73333359,-4.150000095,21.73333359,40,-10.89999962,29.10000038,1041.331055,28.60416603,9.354166985,11.4416666,0,0,0,0,0,0,0,6.099999905,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24000001,0,92.48000336,0,0,0,0,0
846.Fagna24102011Soil4A3,1.121984983,156.9,65.2,11.342,43.985,1210,8803,72,83,72,81,151,0,15,0,7,24,0,48,61,36,15,166,586,1.798089981,-1.339118004,0.770604014,-0.010315,0.430909991,1.081742406,0.482000083,0.478780925,1.114154577,0.295985252,0.399028003,1.15734601,0.868000209,67.93418121,221.0366974,226.296463,75.06995392,0.463820428,51.74000168,245.5950012,140.3809204,500,0.77728343,32718.70508,688917184,1064.839966,659.3101807,2,-1.5,-1.5,-1,-1,-1,-1,0.000198978,0.000264314,582,382,281,72,62,478,4732,337,297,117,125,225,262,181,181,367,29.7252636,43,145,1066,5.166666508,22.31666756,22.31666756,9.383333206,29.5,0.600000024,30.10000038,701.7460938,35.62146759,13.47916698,10.50833321,3.960000038,0,25.34000015,0,0,0,0,8.699999809,0.060000002,0,2.539999962,2.139999866,18.78000069,0,0,0,0,0,0,0.800000012,0,2.880000114,0,0.100000001,0,0,5.300000191,7,0,0,0,22.34000015,0
1883.2008.153.Crump.Artic.LTREB.main.lane2.NoIndex,1.117479904,56.375,33.125,-149.597844,68.626672,439,5396,167,167,723,1874,2472,361,718,361,374,678,361,2282,718,2605,2263,2413,3649,-0.706435978,-0.369841009,-0.45440501,-0.411103994,-1.152147055,0.38354823,0.439236999,0.367987841,0.525942743,0.15463534,0.346760005,0.536938012,0.429486632,12.46720505,129.868103,81.18408966,122.2602615,0.858871341,0.156452,170.6929932,68.83610535,200,0.886376381,43268.66016,0,0,0,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,3714,410,383,60,92,620,14126,206,645,82,53,721,33,120,25,120,64.88964081,7,47,237,-24.25,8.833333015,-20.5,8.833333015,45.59999847,-30.20000076,15.39999962,1389.961548,23.11769104,-9.504166603,10.54166698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.20000076,0,0,0,0,0,0,5,16.89999962,57.90000153,0,0,0
990.KA2U.A.11,1.106236584,187,74.5,-88.230357,41.841111,1159,8135,49,49,59,58,273,18,9,18,27,46,26,64,29,194,85,192,9,0.358713001,1.353386045,0.994159997,0.260755002,-0.513616979,0.999223709,0.722747207,0.722747207,1.017715812,0.13765794,0.689625978,1.049134135,0.901709735,68.92341614,201.5274658,72.81780243,201.5274658,0.427929491,52.48469925,213.7749939,133.0896301,500,0.888232708,39900.08594,1368178048,55.609272,25.29103851,2,1.687799454,1.687799454,0.045401782,0.049921237,0.002996809,0.01157145,0.000128332,0.000257199,487,557,99,65,79,442,10719,344,286,23,136,226,135,309,135,309,31.18872452,36,106,943,-4.150000095,21.73333359,-4.150000095,21.73333359,40,-10.89999962,29.10000038,1041.331055,28.60416603,9.354166985,11.4416666,0,0,0,0,0,0,0,6.099999905,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24000001,0,92.48000336,0,0,0,0,0
2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences,1.0968151,122,55,-75.45017,41.0628,1001,12553,85,85,87,88,94,8,28,8,27,15,8,28,31,32,98,68,60,0.140461996,1.171285033,1.952432036,0.132889003,-0.288439989,1.101860166,0.919989705,0.919989705,1.115911245,0.074674711,0.873884976,1.134740949,1.041537046,69.3948822,191.7768402,78.70665741,194.8197632,0.404955775,53.01399994,204.0740051,130.327179,3400,0.881735682,37215.18359,141650736,58.97533798,38.26643753,1,3.01407671,3.01407671,0.010179057,0.010179057,0.001731271,0.010408735,5.69E-05,0.000164988,2677,383,477,43,65,659,13820,140,483,56,99,577,267,337,265,356,12.19771481,82,127,1257,-4.199999809,18.21666718,-3.616666555,15.86666679,35.90000153,-10.39999962,25.5,918.4921265,31.40668488,7.3125,11.27499962,0,0,58.5,0,0,0,0,4.5,0,0,0.219999999,0,0,0,0,0,0,0,0,0,0,0,0.060000002,0,0,0,0,0,0,0,0,36.81999969,0
1521.EB126.s.6.1.sequences,1.095836424,150,63,37.45,-5.35,1412,6016,312,392,312,375,1776,55,291,55,114,82,55,324,393,291,440,472,339,-1.739904046,-0.492056996,-0.486212999,-0.027106,1.19839704,0.385474861,0.755545914,0.287996083,0.953666568,0.434342891,0.262627006,1.10147202,0.608523548,149.2661591,163.7380829,153.7819214,152.1355438,0.091596909,126.3399963,176.7769928,155.999176,7200,0.370000005,1372.667114,339545.75,79.15861511,67.8242569,2,-1.5,-1.5,-1.5,-1.5,1.10E-07,1.29E-07,1.62E-09,1.89E-09,365,125,751,57,40,351,2260,123,146,63,119,1253,62,296,62,363,62.67697525,20,157,833,16.89999962,21.14999962,16.89999962,20.79999924,15.29999924,11.5,26.79999924,177.0523529,67.91939545,19.22083282,10.39166641,0,0,0,10.64000034,0,0,0,0.100000001,0,0,0.5,0,5.699999809,0,0,0,0,0,0,0,0,1.220000029,0,0,0,10.0199995,0,71.73999786,0,0,0,0,0
1526.Halls8R2,1.094891664,119,60,-110.71,37.471,2102,646,719,726,872,719,738,158,253,203,158,206,203,253,351,290,317,400,671,0.982455015,0.634333014,0.205790997,-1.383970022,0.313127995,0.277059615,0.150602385,0.145796075,0.277678072,0.238979608,0.120959997,0.288807988,0.215477958,89.47601318,241.7916107,228.3009186,197.234848,0.378143162,77.42939758,266.6730042,167.2173462,5000,0.865029156,28432.75977,68664.0625,0,0,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,176,332,492,83,13,93,740,177,129,158,129,1131,27,36,21,52,36.31546021,4,19,136,3.400000095,27.20000076,19.68333435,21.81666756,40,-3.200000048,36.79999924,961.0910645,34.64583588,15.11250019,13.85833359,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.90000153,0,0,0,0,15
1883.2009.072.Crump.Artic.LTREB.main.lane3.NoIndex,1.093303239,29,19,-149.60796,68.49113,445,5771,248,248,785,1936,2533,423,780,423,436,740,423,2344,780,2667,2325,2475,3711,-0.840030015,-0.500317991,-0.472238988,-0.363312006,-1.15099895,0.391010314,0.479446769,0.388228387,0.561128676,0.160036668,0.370290011,0.584758997,0.454604477,12.61523914,125.2845917,80.92323303,117.8863602,0.852324009,0.166128993,165.6380005,67.42556,200,0.886376381,43268.66016,0,0,0,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,3284,431,331,54,85,658,11226,238,573,115,47,938,37,132,29,132,66.20668793,8,50,257,-24.29999924,7.850000381,-13.38333321,7.850000381,43.90000153,-29.79999924,14.10000038,1353.582764,21.82991791,-10.14999962,9.583333969,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.079999924,11.39999962,47.5,0,0,0
1038.HR1,1.09282728,159.5,75,-121.02,43.92,1433,2022,140,140,215,178,173,17,121,17,60,41,33,185,284,121,594,158,790,1.399063945,-1.741336942,-0.214741006,-0.673986018,0.376828998,0.695103765,0.233378157,0.218822464,0.705562592,0.445304483,0.204741001,0.769519985,0.428890198,50.21348572,220.7494659,203.9531555,46.73478317,0.528557777,40.13729858,247.0440063,132.133194,3850,0.867813468,34269.83594,507563.6875,0,0,3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,257,347,493,69,35,254,2031,160,194,210,132,1299,106,52,44,119,40.12452316,13,41,290,-0.766666651,15.86666679,15.66666698,-0.400000095,35.90000153,-7.400000095,28.5,685.9096069,47.58588791,7.108333111,17.08333397,0,0,0,0,0,0,0,0,0.219999999,0,0.219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.55999756,0,0,0
